CodePostal;Nom Commune; Niveau de vie Commune ; NiveaudevieDépartement 
1001;L'Abergement-Clémenciat; 22 130   ; 22 344   
1002;L'Abergement-de-Varey; 23 213   ; 22 344   
1004;Ambérieu-en-Bugey; 19 554   ; 22 344   
1005;Ambérieux-en-Dombes; 22 388   ; 22 344   
1006;Ambléon; 21 872   ; 22 344   
1007;Ambronay; 21 651   ; 22 344   
1008;Ambutrix; 23 670   ; 22 344   
1009;Andert-et-Condon; 21 486   ; 22 344   
1010;Anglefort; 21 015   ; 22 344   
1011;Apremont; 22 690   ; 22 344   
1012;Aranc; 20 211   ; 22 344   
1013;Arandas; 19 534   ; 22 344   
1014;Arbent; 19 566   ; 22 344   
1015;Arbignieu; 21 587   ; 22 344   
1016;Arbigny; 20 533   ; 22 344   
1017;Argis; 18 645   ; 22 344   
1019;Armix;; 22 344   
1021;Ars-sur-Formans; 22 961   ; 22 344   
1022;Artemare; 18 782   ; 22 344   
1023;Asnières-sur-Saône;; 22 344   
1024;Attignat; 21 301   ; 22 344   
1025;Bâgé-la-Ville; 21 149   ; 22 344   
1026;Bâgé-le-Châtel; 20 546   ; 22 344   
1027;Balan; 22 476   ; 22 344   
1028;Baneins; 22 036   ; 22 344   
1029;Beaupont; 19 184   ; 22 344   
1030;Beauregard; 19 916   ; 22 344   
1031;Bellignat; 18 542   ; 22 344   
1032;Béligneux; 20 256   ; 22 344   
1033;Bellegarde-sur-Valserine; 19 064   ; 22 344   
1034;Belley; 18 549   ; 22 344   
1035;Belleydoux; 21 730   ; 22 344   
1036;Belmont-Luthézieu; 20 666   ; 22 344   
1037;Bénonces; 19 788   ; 22 344   
1038;Bény; 20 839   ; 22 344   
1039;Béon; 20 048   ; 22 344   
1040;Béréziat; 20 275   ; 22 344   
1041;Bettant; 21 862   ; 22 344   
1042;Bey; 23 768   ; 22 344   
1043;Beynost; 25 327   ; 22 344   
1044;Billiat; 24 783   ; 22 344   
1045;Birieux; 23 902   ; 22 344   
1046;Biziat; 20 973   ; 22 344   
1047;Blyes; 25 184   ; 22 344   
1049;La Boisse; 24 096   ; 22 344   
1050;Boissey; 19 180   ; 22 344   
1051;Bolozon;; 22 344   
1052;Bouligneux; 24 708   ; 22 344   
1053;Bourg-en-Bresse; 18 088   ; 22 344   
1054;Bourg-Saint-Christophe; 24 337   ; 22 344   
1056;Boyeux-Saint-Jérôme; 17 728   ; 22 344   
1057;Boz; 19 870   ; 22 344   
1058;Brégnier-Cordon; 19 369   ; 22 344   
1059;Brénaz;; 22 344   
1060;Brénod; 21 680   ; 22 344   
1061;Brens; 22 209   ; 22 344   
1062;Bressolles; 25 964   ; 22 344   
1063;Brion; 23 666   ; 22 344   
1064;Briord; 19 868   ; 22 344   
1065;Buellas; 23 389   ; 22 344   
1066;La Burbanche;; 22 344   
1067;Ceignes; 20 545   ; 22 344   
1068;Cerdon; 19 621   ; 22 344   
1069;Certines; 22 580   ; 22 344   
1071;Cessy; 35 336   ; 22 344   
1072;Ceyzériat; 22 139   ; 22 344   
1073;Ceyzérieu; 21 771   ; 22 344   
1074;Chalamont; 20 883   ; 22 344   
1075;Chaleins; 22 894   ; 22 344   
1076;Chaley; 18 523   ; 22 344   
1077;Challes-la-Montagne; 20 540   ; 22 344   
1078;Challex; 37 585   ; 22 344   
1079;Champagne-en-Valromey; 20 196   ; 22 344   
1080;Champdor; 21 274   ; 22 344   
1081;Champfromier; 23 068   ; 22 344   
1082;Chanay; 22 665   ; 22 344   
1083;Chaneins; 22 154   ; 22 344   
1084;Chanoz-Châtenay; 21 324   ; 22 344   
1085;La Chapelle-du-Châtelard; 22 414   ; 22 344   
1087;Charix; 22 476   ; 22 344   
1088;Charnoz-sur-Ain; 24 434   ; 22 344   
1089;Château-Gaillard; 21 614   ; 22 344   
1090;Châtenay; 20 505   ; 22 344   
1091;Châtillon-en-Michaille; 24 917   ; 22 344   
1092;Châtillon-la-Palud; 22 145   ; 22 344   
1093;Châtillon-sur-Chalaronne; 20 118   ; 22 344   
1094;Chavannes-sur-Reyssouze; 20 398   ; 22 344   
1095;Chavannes-sur-Suran; 19 968   ; 22 344   
1096;Chaveyriat; 21 339   ; 22 344   
1097;Chavornay; 20 368   ; 22 344   
1098;Chazey-Bons; 20 725   ; 22 344   
1099;Chazey-sur-Ain; 23 513   ; 22 344   
1100;Cheignieu-la-Balme; 19 231   ; 22 344   
1101;Chevillard; 22 005   ; 22 344   
1102;Chevroux; 20 947   ; 22 344   
1103;Chevry; 36 382   ; 22 344   
1104;Chézery-Forens; 22 047   ; 22 344   
1105;Civrieux; 25 740   ; 22 344   
1106;Cize; 19 108   ; 22 344   
1107;Cleyzieu; 21 548   ; 22 344   
1108;Coligny; 20 093   ; 22 344   
1109;Collonges; 29 178   ; 22 344   
1110;Colomieu; 20 375   ; 22 344   
1111;Conand; 20 130   ; 22 344   
1112;Condamine; 20 758   ; 22 344   
1113;Condeissiat; 18 628   ; 22 344   
1114;Confort; 23 717   ; 22 344   
1115;Confrançon; 20 366   ; 22 344   
1116;Contrevoz; 20 261   ; 22 344   
1117;Conzieu; 21 791   ; 22 344   
1118;Corbonod; 22 892   ; 22 344   
1119;Corcelles; 19 077   ; 22 344   
1121;Corlier; 19 117   ; 22 344   
1122;Cormaranche-en-Bugey; 22 683   ; 22 344   
1123;Cormoranche-sur-Saône; 21 421   ; 22 344   
1124;Cormoz; 20 158   ; 22 344   
1125;Corveissiat; 21 141   ; 22 344   
1127;Courmangoux; 21 944   ; 22 344   
1128;Courtes; 19 762   ; 22 344   
1129;Crans; 22 219   ; 22 344   
1130;Cras-sur-Reyssouze; 21 048   ; 22 344   
1133;Cressin-Rochefort; 20 142   ; 22 344   
1134;Crottet; 21 610   ; 22 344   
1135;Crozet; 33 432   ; 22 344   
1136;Cruzilles-lès-Mépillat; 21 639   ; 22 344   
1138;Culoz; 18 819   ; 22 344   
1139;Curciat-Dongalon; 19 303   ; 22 344   
1140;Curtafond; 21 963   ; 22 344   
1141;Cuzieu; 22 701   ; 22 344   
1142;Dagneux; 22 105   ; 22 344   
1143;Divonne-les-Bains; 39 645   ; 22 344   
1144;Dommartin; 19 726   ; 22 344   
1145;Dompierre-sur-Veyle; 20 348   ; 22 344   
1146;Dompierre-sur-Chalaronne; 20 859   ; 22 344   
1147;Domsure; 18 516   ; 22 344   
1148;Dortan; 21 025   ; 22 344   
1149;Douvres; 24 164   ; 22 344   
1150;Drom; 21 065   ; 22 344   
1151;Druillat; 21 998   ; 22 344   
1152;Échallon; 24 413   ; 22 344   
1153;Échenevex; 42 191   ; 22 344   
1154;Étrez; 19 899   ; 22 344   
1155;Évosges; 19 454   ; 22 344   
1156;Faramans; 23 545   ; 22 344   
1157;Fareins; 24 538   ; 22 344   
1158;Farges; 32 178   ; 22 344   
1159;Feillens; 20 792   ; 22 344   
1160;Ferney-Voltaire; 25 508   ; 22 344   
1162;Flaxieu;; 22 344   
1163;Foissiat; 20 011   ; 22 344   
1165;Francheleins; 22 155   ; 22 344   
1166;Frans; 23 923   ; 22 344   
1167;Garnerans; 22 443   ; 22 344   
1169;Genouilleux; 22 981   ; 22 344   
1170;Béard-Géovreissiat; 20 852   ; 22 344   
1171;Géovreisset; 21 682   ; 22 344   
1172;Germagnat; 18 463   ; 22 344   
1173;Gex; 29 910   ; 22 344   
1174;Giron; 20 598   ; 22 344   
1175;Gorrevod; 19 838   ; 22 344   
1176;Le Grand-Abergement; 19 617   ; 22 344   
1177;Grand-Corent; 22 120   ; 22 344   
1179;Grièges; 21 098   ; 22 344   
1180;Grilly; 37 627   ; 22 344   
1181;Groissiat; 22 370   ; 22 344   
1182;Groslée; 19 427   ; 22 344   
1183;Guéreins; 22 699   ; 22 344   
1184;Hautecourt-Romanèche; 20 519   ; 22 344   
1185;Hauteville-Lompnes; 20 198   ; 22 344   
1186;Hostiaz;; 22 344   
1187;Hotonnes; 19 554   ; 22 344   
1188;Illiat; 21 337   ; 22 344   
1189;Injoux-Génissiat; 24 640   ; 22 344   
1190;Innimond;; 22 344   
1191;Izenave; 18 076   ; 22 344   
1192;Izernore; 20 589   ; 22 344   
1193;Izieu; 21 037   ; 22 344   
1194;Jassans-Riottier; 21 018   ; 22 344   
1195;Jasseron; 22 652   ; 22 344   
1196;Jayat; 20 743   ; 22 344   
1197;Journans; 23 872   ; 22 344   
1198;Joyeux; 21 715   ; 22 344   
1199;Jujurieux; 19 591   ; 22 344   
1200;Labalme; 18 411   ; 22 344   
1202;Lagnieu; 20 408   ; 22 344   
1203;Laiz; 21 579   ; 22 344   
1204;Lalleyriat; 19 954   ; 22 344   
1205;Lancrans; 22 210   ; 22 344   
1206;Lantenay; 23 617   ; 22 344   
1207;Lapeyrouse; 23 674   ; 22 344   
1208;Lavours; 19 680   ; 22 344   
1209;Léaz; 27 290   ; 22 344   
1210;Lélex; 22 883   ; 22 344   
1211;Lent; 21 551   ; 22 344   
1212;Lescheroux; 19 552   ; 22 344   
1213;Leyment; 21 498   ; 22 344   
1214;Leyssard; 20 486   ; 22 344   
1215;Lhôpital;; 22 344   
1216;Lhuis; 19 946   ; 22 344   
1218;Lochieu;; 22 344   
1219;Lompnas; 17 723   ; 22 344   
1221;Lompnieu; 20 398   ; 22 344   
1224;Loyettes; 20 639   ; 22 344   
1225;Lurcy; 24 268   ; 22 344   
1227;Magnieu; 22 168   ; 22 344   
1228;Maillat; 21 884   ; 22 344   
1229;Malafretaz; 21 033   ; 22 344   
1230;Mantenay-Montlin; 18 391   ; 22 344   
1231;Manziat; 20 779   ; 22 344   
1232;Marboz; 20 095   ; 22 344   
1233;Marchamp; 20 239   ; 22 344   
1234;Marignieu; 20 437   ; 22 344   
1235;Marlieux; 20 524   ; 22 344   
1236;Marsonnas; 20 926   ; 22 344   
1237;Martignat; 20 184   ; 22 344   
1238;Massieux; 24 851   ; 22 344   
1239;Massignieu-de-Rives; 21 957   ; 22 344   
1240;Matafelon-Granges; 20 788   ; 22 344   
1241;Meillonnas; 23 788   ; 22 344   
1242;Mérignat; 18 791   ; 22 344   
1243;Messimy-sur-Saône; 23 687   ; 22 344   
1244;Meximieux; 21 368   ; 22 344   
1245;Bohas-Meyriat-Rignat; 22 302   ; 22 344   
1246;Mézériat; 20 760   ; 22 344   
1247;Mijoux; 24 003   ; 22 344   
1248;Mionnay; 25 003   ; 22 344   
1249;Miribel; 22 711   ; 22 344   
1250;Misérieux; 24 702   ; 22 344   
1252;Mogneneins; 22 132   ; 22 344   
1254;Montagnat; 24 586   ; 22 344   
1255;Montagnieu; 20 469   ; 22 344   
1257;Montanges; 24 725   ; 22 344   
1258;Montceaux; 23 116   ; 22 344   
1259;Montcet; 21 736   ; 22 344   
1260;Le Montellier; 24 580   ; 22 344   
1261;Monthieux; 24 485   ; 22 344   
1262;Montluel; 20 005   ; 22 344   
1263;Montmerle-sur-Saône; 22 008   ; 22 344   
1264;Montracol; 21 551   ; 22 344   
1265;Montréal-la-Cluse; 18 043   ; 22 344   
1266;Montrevel-en-Bresse; 20 097   ; 22 344   
1267;Nurieux-Volognat; 20 964   ; 22 344   
1268;Murs-et-Gélignieux; 20 582   ; 22 344   
1269;Nantua; 16 360   ; 22 344   
1271;Nattages; 23 044   ; 22 344   
1272;Neuville-les-Dames; 20 781   ; 22 344   
1273;Neuville-sur-Ain; 20 432   ; 22 344   
1274;Les Neyrolles; 17 742   ; 22 344   
1275;Neyron; 26 941   ; 22 344   
1276;Niévroz; 23 439   ; 22 344   
1277;Nivollet-Montgriffon; 21 408   ; 22 344   
1279;Oncieu;; 22 344   
1280;Ordonnaz; 20 596   ; 22 344   
1281;Ornex; 33 760   ; 22 344   
1282;Outriaz; 22 423   ; 22 344   
1283;Oyonnax; 16 590   ; 22 344   
1284;Ozan; 19 514   ; 22 344   
1285;Parcieux; 25 577   ; 22 344   
1286;Parves; 23 544   ; 22 344   
1288;Péron; 34 082   ; 22 344   
1289;Péronnas; 21 632   ; 22 344   
1290;Pérouges; 25 161   ; 22 344   
1291;Perrex; 20 584   ; 22 344   
1292;Le Petit-Abergement; 22 870   ; 22 344   
1293;Peyriat; 23 657   ; 22 344   
1294;Peyrieu; 20 582   ; 22 344   
1295;Peyzieux-sur-Saône; 21 144   ; 22 344   
1296;Pirajoux; 19 931   ; 22 344   
1297;Pizay; 23 924   ; 22 344   
1298;Plagne; 28 166   ; 22 344   
1299;Le Plantay; 22 269   ; 22 344   
1300;Le Poizat; 23 764   ; 22 344   
1301;Polliat; 22 285   ; 22 344   
1302;Pollieu; 23 221   ; 22 344   
1303;Poncin; 18 981   ; 22 344   
1304;Pont-d'Ain; 20 259   ; 22 344   
1305;Pont-de-Vaux; 18 112   ; 22 344   
1306;Pont-de-Veyle; 18 464   ; 22 344   
1307;Port; 20 588   ; 22 344   
1308;Pougny; 33 241   ; 22 344   
1309;Pouillat;; 22 344   
1310;Prémeyzel; 21 378   ; 22 344   
1311;Prémillieu;; 22 344   
1312;Pressiat; 20 849   ; 22 344   
1313;Prévessin-Moëns; 35 836   ; 22 344   
1314;Priay; 21 862   ; 22 344   
1316;Pugieu; 21 917   ; 22 344   
1317;Ramasse; 20 638   ; 22 344   
1318;Rancé; 24 261   ; 22 344   
1319;Relevant; 22 046   ; 22 344   
1320;Replonges; 21 847   ; 22 344   
1321;Revonnas; 24 014   ; 22 344   
1322;Reyrieux; 25 531   ; 22 344   
1323;Reyssouze; 20 268   ; 22 344   
1325;Rignieux-le-Franc; 23 826   ; 22 344   
1328;Romans; 21 592   ; 22 344   
1329;Rossillon; 19 081   ; 22 344   
1330;Ruffieu; 18 573   ; 22 344   
1331;Saint-Alban; 18 264   ; 22 344   
1332;Saint-André-de-Bâgé; 22 007   ; 22 344   
1333;Saint-André-de-Corcy; 23 963   ; 22 344   
1334;Saint-André-d'Huiriat; 21 349   ; 22 344   
1335;Saint-André-le-Bouchoux; 21 277   ; 22 344   
1336;Saint-André-sur-Vieux-Jonc; 20 927   ; 22 344   
1337;Saint-Bénigne; 20 760   ; 22 344   
1338;Saint-Benoît; 20 272   ; 22 344   
1339;Saint-Bernard; 27 523   ; 22 344   
1340;Saint-Bois; 22 077   ; 22 344   
1341;Saint-Champ; 23 012   ; 22 344   
1342;Sainte-Croix; 23 836   ; 22 344   
1343;Saint-Cyr-sur-Menthon; 21 009   ; 22 344   
1344;Saint-Denis-lès-Bourg; 23 322   ; 22 344   
1345;Saint-Denis-en-Bugey; 20 552   ; 22 344   
1346;Saint-Didier-d'Aussiat; 19 616   ; 22 344   
1347;Saint-Didier-de-Formans; 25 686   ; 22 344   
1348;Saint-Didier-sur-Chalaronne; 20 482   ; 22 344   
1349;Saint-Éloi; 25 849   ; 22 344   
1350;Saint-Étienne-du-Bois; 20 983   ; 22 344   
1351;Saint-Étienne-sur-Chalaronne; 19 935   ; 22 344   
1352;Saint-Étienne-sur-Reyssouze; 19 645   ; 22 344   
1353;Sainte-Euphémie; 24 434   ; 22 344   
1354;Saint-Genis-Pouilly; 27 940   ; 22 344   
1355;Saint-Genis-sur-Menthon; 21 386   ; 22 344   
1356;Saint-Georges-sur-Renon; 21 717   ; 22 344   
1357;Saint-Germain-de-Joux; 18 609   ; 22 344   
1358;Saint-Germain-les-Paroisses; 20 649   ; 22 344   
1359;Saint-Germain-sur-Renon; 24 002   ; 22 344   
1360;Saint-Jean-de-Gonville; 35 272   ; 22 344   
1361;Saint-Jean-de-Niost; 25 277   ; 22 344   
1362;Saint-Jean-de-Thurigneux; 24 909   ; 22 344   
1363;Saint-Jean-le-Vieux; 21 019   ; 22 344   
1364;Saint-Jean-sur-Reyssouze; 20 651   ; 22 344   
1365;Saint-Jean-sur-Veyle; 21 039   ; 22 344   
1366;Sainte-Julie; 22 049   ; 22 344   
1367;Saint-Julien-sur-Reyssouze; 19 544   ; 22 344   
1368;Saint-Julien-sur-Veyle; 20 773   ; 22 344   
1369;Saint-Just; 24 300   ; 22 344   
1370;Saint-Laurent-sur-Saône; 17 647   ; 22 344   
1371;Saint-Marcel; 21 919   ; 22 344   
1372;Saint-Martin-de-Bavel; 21 520   ; 22 344   
1373;Saint-Martin-du-Frêne; 21 023   ; 22 344   
1374;Saint-Martin-du-Mont; 22 216   ; 22 344   
1375;Saint-Martin-le-Châtel; 20 890   ; 22 344   
1376;Saint-Maurice-de-Beynost; 20 346   ; 22 344   
1378;Saint-Maurice-de-Gourdans; 24 920   ; 22 344   
1379;Saint-Maurice-de-Rémens; 19 656   ; 22 344   
1380;Saint-Nizier-le-Bouchoux; 18 993   ; 22 344   
1381;Saint-Nizier-le-Désert; 20 229   ; 22 344   
1382;Sainte-Olive; 24 265   ; 22 344   
1383;Saint-Paul-de-Varax; 20 174   ; 22 344   
1384;Saint-Rambert-en-Bugey; 17 572   ; 22 344   
1385;Saint-Rémy; 22 866   ; 22 344   
1386;Saint-Sorlin-en-Bugey; 24 242   ; 22 344   
1387;Saint-Sulpice; 21 233   ; 22 344   
1388;Saint-Trivier-de-Courtes; 18 671   ; 22 344   
1389;Saint-Trivier-sur-Moignans; 20 585   ; 22 344   
1390;Saint-Vulbas; 22 067   ; 22 344   
1391;Salavre; 22 080   ; 22 344   
1392;Samognat; 22 448   ; 22 344   
1393;Sandrans; 21 709   ; 22 344   
1396;Sault-Brénaz; 18 211   ; 22 344   
1397;Sauverny; 36 093   ; 22 344   
1398;Savigneux; 22 709   ; 22 344   
1399;Ségny; 36 588   ; 22 344   
1400;Seillonnaz; 19 375   ; 22 344   
1401;Sergy; 38 510   ; 22 344   
1402;Sermoyer; 19 064   ; 22 344   
1403;Serrières-de-Briord; 19 902   ; 22 344   
1404;Serrières-sur-Ain; 24 566   ; 22 344   
1405;Servas; 20 329   ; 22 344   
1406;Servignat; 18 148   ; 22 344   
1407;Seyssel; 20 171   ; 22 344   
1408;Simandre-sur-Suran; 20 362   ; 22 344   
1409;Songieu; 20 346   ; 22 344   
1410;Sonthonnax-la-Montagne; 25 297   ; 22 344   
1411;Souclin; 19 506   ; 22 344   
1412;Sulignat; 22 069   ; 22 344   
1413;Surjoux;; 22 344   
1414;Sutrieu; 21 405   ; 22 344   
1415;Talissieu; 20 309   ; 22 344   
1416;Tenay; 17 848   ; 22 344   
1417;Thézillieu; 19 460   ; 22 344   
1418;Thil; 26 382   ; 22 344   
1419;Thoiry; 32 701   ; 22 344   
1420;Thoissey; 17 392   ; 22 344   
1421;Torcieu; 20 493   ; 22 344   
1422;Tossiat; 22 722   ; 22 344   
1423;Toussieux; 24 674   ; 22 344   
1424;Tramoyes; 27 559   ; 22 344   
1425;La Tranclière; 21 931   ; 22 344   
1426;Treffort-Cuisiat; 20 927   ; 22 344   
1427;Trévoux; 20 764   ; 22 344   
1428;Valeins; 19 735   ; 22 344   
1429;Vandeins; 20 968   ; 22 344   
1430;Varambon; 21 814   ; 22 344   
1431;Vaux-en-Bugey; 21 245   ; 22 344   
1432;Verjon; 21 805   ; 22 344   
1433;Vernoux; 18 720   ; 22 344   
1434;Versailleux; 21 917   ; 22 344   
1435;Versonnex; 32 033   ; 22 344   
1436;Vesancy; 35 332   ; 22 344   
1437;Vescours; 17 691   ; 22 344   
1439;Vésines; 19 544   ; 22 344   
1441;Vieu-d'Izenave; 19 943   ; 22 344   
1442;Vieu; 22 377   ; 22 344   
1443;Villars-les-Dombes; 21 743   ; 22 344   
1444;Villebois; 20 278   ; 22 344   
1445;Villemotier; 21 387   ; 22 344   
1446;Villeneuve; 22 120   ; 22 344   
1447;Villereversure; 20 046   ; 22 344   
1448;Villes; 28 354   ; 22 344   
1449;Villette-sur-Ain; 23 435   ; 22 344   
1450;Villieu-Loyes-Mollon; 23 136   ; 22 344   
1451;Viriat; 22 053   ; 22 344   
1452;Virieu-le-Grand; 18 173   ; 22 344   
1453;Virieu-le-Petit; 19 220   ; 22 344   
1454;Virignin; 19 623   ; 22 344   
1456;Vongnes;; 22 344   
1457;Vonnas; 19 073   ; 22 344   
2001;Abbécourt; 18 673   ; 18 111   
2002;Achery; 19 516   ; 18 111   
2003;Acy; 20 505   ; 18 111   
2004;Agnicourt-et-Séchelles; 17 065   ; 18 111   
2005;Aguilcourt; 21 706   ; 18 111   
2006;Aisonville-et-Bernoville; 20 108   ; 18 111   
2007;Aizelles; 21 565   ; 18 111   
2008;Aizy-Jouy; 18 635   ; 18 111   
2009;Alaincourt; 19 695   ; 18 111   
2010;Allemant; 17 829   ; 18 111   
2011;Ambleny; 21 080   ; 18 111   
2012;Ambrief;; 18 111   
2013;Amifontaine; 20 520   ; 18 111   
2014;Amigny-Rouy; 19 674   ; 18 111   
2015;Ancienville;; 18 111   
2016;Andelain; 19 493   ; 18 111   
2017;Anguilcourt-le-Sart; 19 029   ; 18 111   
2018;Anizy-le-Château; 18 155   ; 18 111   
2019;Annois; 19 384   ; 18 111   
2020;Any-Martin-Rieux; 17 499   ; 18 111   
2021;Archon;; 18 111   
2022;Arcy-Sainte-Restitue; 19 662   ; 18 111   
2023;Armentières-sur-Ourcq; 21 093   ; 18 111   
2024;Arrancy;; 18 111   
2025;Artemps; 20 904   ; 18 111   
2026;Artonges; 19 817   ; 18 111   
2027;Assis-sur-Serre; 18 616   ; 18 111   
2028;Athies-sous-Laon; 20 000   ; 18 111   
2029;Attilly; 21 016   ; 18 111   
2030;Aubencheul-aux-Bois; 17 343   ; 18 111   
2031;Aubenton; 15 256   ; 18 111   
2032;Aubigny-aux-Kaisnes; 16 722   ; 18 111   
2033;Aubigny-en-Laonnois; 19 777   ; 18 111   
2034;Audignicourt; 21 963   ; 18 111   
2035;Audigny; 16 677   ; 18 111   
2036;Augy;; 18 111   
2037;Aulnois-sous-Laon; 19 619   ; 18 111   
2038;Les Autels;; 18 111   
2039;Autremencourt; 17 176   ; 18 111   
2040;Autreppes; 17 174   ; 18 111   
2041;Autreville; 19 886   ; 18 111   
2042;Azy-sur-Marne; 20 969   ; 18 111   
2043;Bagneux;; 18 111   
2044;Bancigny;; 18 111   
2046;Barenton-Bugny; 19 691   ; 18 111   
2047;Barenton-Cel; 19 412   ; 18 111   
2048;Barenton-sur-Serre; 19 111   ; 18 111   
2049;Barisis-aux-Bois; 20 435   ; 18 111   
2050;Barzy-en-Thiérache; 17 359   ; 18 111   
2051;Barzy-sur-Marne; 22 625   ; 18 111   
2052;Bassoles-Aulers; 19 049   ; 18 111   
2053;Baulne-en-Brie; 22 678   ; 18 111   
2054;Bazoches-sur-Vesles; 20 189   ; 18 111   
2055;Beaumé; 21 764   ; 18 111   
2056;Beaumont-en-Beine; 19 042   ; 18 111   
2057;Beaurevoir; 16 548   ; 18 111   
2058;Beaurieux; 18 127   ; 18 111   
2059;Beautor; 16 053   ; 18 111   
2060;Beauvois-en-Vermandois; 19 383   ; 18 111   
2061;Becquigny; 17 586   ; 18 111   
2062;Belleau; 19 559   ; 18 111   
2063;Bellenglise; 18 296   ; 18 111   
2064;Belleu; 18 466   ; 18 111   
2065;Bellicourt; 17 727   ; 18 111   
2066;Benay; 20 284   ; 18 111   
2067;Bergues-sur-Sambre; 18 634   ; 18 111   
2068;Berlancourt; 18 729   ; 18 111   
2069;Berlise; 15 645   ; 18 111   
2070;Bernot; 18 981   ; 18 111   
2071;Berny-Rivière; 21 001   ; 18 111   
2072;Berrieux; 22 016   ; 18 111   
2073;Berry-au-Bac; 19 536   ; 18 111   
2074;Bertaucourt-Epourdon; 19 960   ; 18 111   
2075;Berthenicourt; 21 162   ; 18 111   
2076;Bertricourt; 22 116   ; 18 111   
2077;Berzy-le-Sec; 20 604   ; 18 111   
2078;Besmé; 17 125   ; 18 111   
2079;Besmont; 15 283   ; 18 111   
2080;Besny-et-Loizy; 21 940   ; 18 111   
2081;Béthancourt-en-Vaux; 20 200   ; 18 111   
2082;Beugneux; 19 708   ; 18 111   
2083;Beuvardes; 20 771   ; 18 111   
2084;Bézu-le-Guéry; 21 414   ; 18 111   
2085;Bézu-Saint-Germain; 19 808   ; 18 111   
2086;Bichancourt; 20 030   ; 18 111   
2087;Bieuxy;; 18 111   
2088;Bièvres;; 18 111   
2089;Billy-sur-Aisne; 20 114   ; 18 111   
2090;Billy-sur-Ourcq; 19 707   ; 18 111   
2091;Blanzy-lès-Fismes; 21 835   ; 18 111   
2093;Blérancourt; 17 452   ; 18 111   
2094;Blesmes; 22 694   ; 18 111   
2095;Bohain-en-Vermandois; 14 338   ; 18 111   
2096;Bois-lès-Pargny; 19 971   ; 18 111   
2097;Boncourt; 18 599   ; 18 111   
2098;Bonneil; 20 975   ; 18 111   
2099;Bonnesvalyn; 21 649   ; 18 111   
2100;Bony; 18 339   ; 18 111   
2101;Bosmont-sur-Serre; 19 463   ; 18 111   
2102;Bouconville-Vauclair; 21 644   ; 18 111   
2103;Boué; 17 803   ; 18 111   
2104;Bouffignereux; 23 577   ; 18 111   
2105;Bouresches; 19 485   ; 18 111   
2106;Bourg-et-Comin; 17 868   ; 18 111   
2107;Bourguignon-sous-Coucy;; 18 111   
2108;Bourguignon-sous-Montbavin; 20 853   ; 18 111   
2109;La Bouteille; 18 277   ; 18 111   
2110;Braine; 18 227   ; 18 111   
2111;Brancourt-en-Laonnois; 20 764   ; 18 111   
2112;Brancourt-le-Grand; 18 826   ; 18 111   
2114;Brasles; 20 994   ; 18 111   
2115;Braye-en-Laonnois; 18 288   ; 18 111   
2116;Braye-en-Thiérache; 15 946   ; 18 111   
2117;Bray-Saint-Christophe;; 18 111   
2118;Braye; 22 212   ; 18 111   
2119;Brécy; 19 078   ; 18 111   
2120;Brenelle; 17 685   ; 18 111   
2121;Breny; 17 981   ; 18 111   
2122;Brie;; 18 111   
2123;Brissay-Choigny; 20 145   ; 18 111   
2124;Brissy-Hamégicourt; 18 714   ; 18 111   
2125;Brumetz; 20 107   ; 18 111   
2126;Brunehamel; 16 076   ; 18 111   
2127;Bruyères-sur-Fère; 18 875   ; 18 111   
2128;Bruyères-et-Montbérault; 21 060   ; 18 111   
2129;Bruys;; 18 111   
2130;Bucilly; 18 391   ; 18 111   
2131;Bucy-le-Long; 20 791   ; 18 111   
2132;Bucy-lès-Cerny; 22 608   ; 18 111   
2133;Bucy-lès-Pierrepont; 16 520   ; 18 111   
2134;Buire; 17 396   ; 18 111   
2135;Buironfosse; 15 968   ; 18 111   
2136;Burelles; 17 017   ; 18 111   
2137;Bussiares; 20 677   ; 18 111   
2138;Buzancy; 23 364   ; 18 111   
2139;Caillouël-Crépigny; 21 107   ; 18 111   
2140;Camelin; 19 258   ; 18 111   
2141;La Capelle; 16 720   ; 18 111   
2142;Castres; 21 457   ; 18 111   
2143;Le Catelet; 16 869   ; 18 111   
2144;Caulaincourt; 22 897   ; 18 111   
2145;Caumont; 20 656   ; 18 111   
2146;Celles-lès-Condé;; 18 111   
2147;La Celle-sous-Montmirail; 17 837   ; 18 111   
2148;Celles-sur-Aisne; 19 180   ; 18 111   
2149;Cerizy;; 18 111   
2150;Cerny-en-Laonnois;; 18 111   
2151;Cerny-lès-Bucy; 23 305   ; 18 111   
2152;Cerseuil;; 18 111   
2153;Cessières; 20 345   ; 18 111   
2154;Chacrise; 19 763   ; 18 111   
2155;Chaillevois; 21 867   ; 18 111   
2156;Chalandry; 20 195   ; 18 111   
2157;Chambry; 21 170   ; 18 111   
2158;Chamouille; 17 647   ; 18 111   
2159;Champs; 19 404   ; 18 111   
2160;Chaourse; 16 733   ; 18 111   
2161;La Chapelle-Monthodon; 21 853   ; 18 111   
2162;La Chapelle-sur-Chézy; 19 117   ; 18 111   
2163;Charly-sur-Marne; 19 139   ; 18 111   
2164;Le Charmel; 19 313   ; 18 111   
2165;Charmes; 18 225   ; 18 111   
2166;Chartèves; 21 308   ; 18 111   
2167;Chassemy; 20 142   ; 18 111   
2168;Château-Thierry; 17 385   ; 18 111   
