CodePostal;Nom Commune; Niveau de vie Commune ; NiveaudevieDépartement 
22112;Lannebert; 20 355   ; 19 903   
22113;Lannion; 20 559   ; 19 903   
22114;Lanrelas; 18 747   ; 19 903   
22115;Lanrivain; 16 461   ; 19 903   
22116;Lanrodec; 19 224   ; 19 903   
22117;Lantic; 20 632   ; 19 903   
22118;Lanvallay; 21 566   ; 19 903   
22119;Lanvellec; 18 192   ; 19 903   
22121;Lanvollon; 19 257   ; 19 903   
22122;Laurenan; 17 447   ; 19 903   
22123;Léhon; 22 690   ; 19 903   
22124;Lescouët-Gouarec; 15 090   ; 19 903   
22126;Le Leslay; 18 331   ; 19 903   
22127;Lézardrieux; 20 417   ; 19 903   
22128;Locarn; 17 044   ; 19 903   
22129;Loc-Envel;; 19 903   
22131;Loguivy-Plougras; 17 207   ; 19 903   
22132;Lohuec; 15 560   ; 19 903   
22133;Loscouët-sur-Meu; 20 051   ; 19 903   
22134;Louannec; 23 784   ; 19 903   
22135;Louargat; 18 904   ; 19 903   
22136;Loudéac; 19 577   ; 19 903   
22137;Maël-Carhaix; 17 821   ; 19 903   
22138;Maël-Pestivien; 14 583   ; 19 903   
22139;Magoar;; 19 903   
22140;La Malhoure; 20 181   ; 19 903   
22141;Mantallot; 17 039   ; 19 903   
22143;Matignon; 19 524   ; 19 903   
22144;La Méaugon; 21 796   ; 19 903   
22145;Mégrit; 18 116   ; 19 903   
22146;Mellionnec; 15 917   ; 19 903   
22147;Merdrignac; 19 329   ; 19 903   
22148;Mérillac; 18 226   ; 19 903   
22149;Merléac; 17 623   ; 19 903   
22150;Le Merzer; 19 587   ; 19 903   
22151;Meslin; 20 746   ; 19 903   
22152;Minihy-Tréguier; 20 511   ; 19 903   
22153;Moncontour; 20 157   ; 19 903   
22154;Morieux; 20 851   ; 19 903   
22155;La Motte; 19 843   ; 19 903   
22156;Moustéru; 18 340   ; 19 903   
22157;Le Moustoir; 18 995   ; 19 903   
22158;Mûr-de-Bretagne; 19 517   ; 19 903   
22160;Noyal; 21 368   ; 19 903   
22161;Pabu; 20 866   ; 19 903   
22162;Paimpol; 20 026   ; 19 903   
22163;Paule; 18 080   ; 19 903   
22164;Pédernec; 19 010   ; 19 903   
22165;Penguily; 19 714   ; 19 903   
22166;Penvénan; 20 811   ; 19 903   
22167;Perret; 15 606   ; 19 903   
22168;Perros-Guirec; 22 451   ; 19 903   
22169;Peumerit-Quintin; 16 750   ; 19 903   
22170;Plaine-Haute; 19 231   ; 19 903   
22171;Plaintel; 20 365   ; 19 903   
22172;Plancoët; 18 979   ; 19 903   
22173;Planguenoual; 21 213   ; 19 903   
22174;Pléboulle; 19 296   ; 19 903   
22175;Plédéliac; 19 263   ; 19 903   
22176;Plédran; 20 453   ; 19 903   
22177;Pléguien; 19 852   ; 19 903   
22178;Pléhédel; 19 168   ; 19 903   
22179;Fréhel; 20 788   ; 19 903   
22180;Plélan-le-Petit; 20 110   ; 19 903   
22181;Plélauff; 19 172   ; 19 903   
22182;Plélo; 20 214   ; 19 903   
22183;Plémet; 19 257   ; 19 903   
22184;Plémy; 19 274   ; 19 903   
22185;Plénée-Jugon; 18 758   ; 19 903   
22186;Pléneuf-Val-André; 22 627   ; 19 903   
22187;Plérin; 22 207   ; 19 903   
22188;Plerneuf; 19 920   ; 19 903   
22189;Plésidy; 17 133   ; 19 903   
22190;Pleslin-Trigavou; 20 011   ; 19 903   
22191;Plessala; 19 264   ; 19 903   
22192;Plessix-Balisson;; 19 903   
22193;Plestan; 20 091   ; 19 903   
22194;Plestin-les-Grèves; 20 928   ; 19 903   
22195;Pleubian; 19 408   ; 19 903   
22196;Pleudaniel; 19 183   ; 19 903   
22197;Pleudihen-sur-Rance; 20 281   ; 19 903   
22198;Pleumeur-Bodou; 22 510   ; 19 903   
22199;Pleumeur-Gautier; 17 367   ; 19 903   
22200;Pléven; 18 921   ; 19 903   
22201;Plévenon; 21 166   ; 19 903   
22202;Plévin; 18 012   ; 19 903   
22203;Ploeuc-sur-Lié; 18 907   ; 19 903   
22204;Ploëzal; 18 402   ; 19 903   
22205;Plorec-sur-Arguenon; 18 843   ; 19 903   
22206;Plouagat; 20 286   ; 19 903   
22207;Plouaret; 19 219   ; 19 903   
22208;Plouasne; 18 626   ; 19 903   
22209;Ploubalay; 20 155   ; 19 903   
22210;Ploubazlanec; 22 397   ; 19 903   
22211;Ploubezre; 20 593   ; 19 903   
22212;Plouëc-du-Trieux; 17 849   ; 19 903   
22213;Plouër-sur-Rance; 21 917   ; 19 903   
22214;Plouézec; 20 145   ; 19 903   
22215;Ploufragan; 19 790   ; 19 903   
22216;Plougonver; 16 438   ; 19 903   
22217;Plougras; 16 326   ; 19 903   
22218;Plougrescant; 18 607   ; 19 903   
22219;Plouguenast; 19 012   ; 19 903   
22220;Plouguernével; 20 432   ; 19 903   
22221;Plouguiel; 18 396   ; 19 903   
22222;Plouha; 20 613   ; 19 903   
22223;Plouisy; 19 831   ; 19 903   
22224;Ploulec'h; 21 731   ; 19 903   
22225;Ploumagoar; 19 901   ; 19 903   
22226;Ploumilliau; 19 615   ; 19 903   
22227;Plounérin; 18 610   ; 19 903   
22228;Plounévez-Moëdec; 17 530   ; 19 903   
22229;Plounévez-Quintin; 18 330   ; 19 903   
22231;Plourac'h; 17 348   ; 19 903   
22232;Plourhan; 20 840   ; 19 903   
22233;Plourivo; 19 378   ; 19 903   
22234;Plouvara; 18 598   ; 19 903   
22235;Plouzélambre; 18 909   ; 19 903   
22236;Pludual; 19 247   ; 19 903   
22237;Pluduno; 20 542   ; 19 903   
22238;Plufur; 18 193   ; 19 903   
22239;Plumaudan; 19 213   ; 19 903   
22240;Plumaugat; 18 625   ; 19 903   
22241;Plumieux; 19 515   ; 19 903   
22242;Plurien; 19 260   ; 19 903   
22243;Plusquellec; 17 274   ; 19 903   
22244;Plussulien; 17 818   ; 19 903   
22245;Pluzunet; 18 844   ; 19 903   
22246;Pommeret; 20 272   ; 19 903   
22247;Pommerit-Jaudy; 17 995   ; 19 903   
22248;Pommerit-le-Vicomte; 18 179   ; 19 903   
22249;Pont-Melvez; 17 375   ; 19 903   
22250;Pontrieux; 16 905   ; 19 903   
22251;Pordic; 22 381   ; 19 903   
22253;Pouldouran; 18 786   ; 19 903   
22254;Prat; 18 736   ; 19 903   
22255;La Prénessaye; 18 576   ; 19 903   
22256;Quemper-Guézennec; 18 539   ; 19 903   
22257;Quemperven; 19 273   ; 19 903   
22258;Quessoy; 20 155   ; 19 903   
22259;Quévert; 20 770   ; 19 903   
22260;Le Quillio; 17 977   ; 19 903   
22261;Quintenic; 19 675   ; 19 903   
22262;Quintin; 19 218   ; 19 903   
22263;Le Quiou; 18 021   ; 19 903   
22264;La Roche-Derrien; 19 517   ; 19 903   
22265;Rospez; 19 899   ; 19 903   
22266;Rostrenen; 17 913   ; 19 903   
22267;Rouillac; 18 018   ; 19 903   
22268;Ruca; 19 392   ; 19 903   
22269;Runan; 17 794   ; 19 903   
22271;Saint-Adrien; 18 580   ; 19 903   
22272;Saint-Agathon; 20 758   ; 19 903   
22273;Saint-Alban; 20 081   ; 19 903   
22274;Saint-André-des-Eaux; 18 871   ; 19 903   
22275;Saint-Barnabé; 19 469   ; 19 903   
22276;Saint-Bihy; 20 040   ; 19 903   
22277;Saint-Brandan; 19 907   ; 19 903   
22278;Saint-Brieuc; 18 770   ; 19 903   
22279;Saint-Caradec; 18 772   ; 19 903   
22280;Saint-Carné; 19 984   ; 19 903   
22281;Saint-Carreuc; 19 824   ; 19 903   
22282;Saint-Cast-le-Guildo; 21 770   ; 19 903   
22283;Saint-Clet; 18 594   ; 19 903   
22284;Saint-Connan; 17 381   ; 19 903   
22285;Saint-Connec; 17 795   ; 19 903   
22286;Saint-Denoual; 19 933   ; 19 903   
22287;Saint-Donan; 20 624   ; 19 903   
22288;Saint-Étienne-du-Gué-de-l'Isle; 17 393   ; 19 903   
22289;Saint-Fiacre; 18 089   ; 19 903   
22290;Saint-Gelven; 17 501   ; 19 903   
22291;Saint-Gildas; 18 791   ; 19 903   
22292;Saint-Gilles-du-Mené; 18 023   ; 19 903   
22293;Saint-Gilles-les-Bois; 17 401   ; 19 903   
22294;Saint-Gilles-Pligeaux; 16 631   ; 19 903   
22295;Saint-Gilles-Vieux-Marché; 17 083   ; 19 903   
22296;Saint-Glen; 18 813   ; 19 903   
22297;Saint-Gouéno; 19 348   ; 19 903   
22298;Saint-Guen; 18 371   ; 19 903   
22299;Saint-Hélen; 19 595   ; 19 903   
22300;Saint-Hervé; 19 745   ; 19 903   
22302;Saint-Jacut-de-la-Mer; 21 673   ; 19 903   
22303;Saint-Jacut-du-Mené; 19 741   ; 19 903   
22304;Saint-Jean-Kerdaniel; 19 394   ; 19 903   
22305;Saint-Jouan-de-l'Isle; 19 684   ; 19 903   
22306;Saint-Judoce; 20 214   ; 19 903   
22307;Saint-Julien; 20 864   ; 19 903   
22308;Saint-Juvat; 18 332   ; 19 903   
22309;Saint-Launeuc; 20 194   ; 19 903   
22310;Saint-Laurent; 18 904   ; 19 903   
22311;Saint-Lormel; 20 543   ; 19 903   
22312;Saint-Maden; 20 332   ; 19 903   
22313;Saint-Martin-des-Prés; 18 651   ; 19 903   
22314;Saint-Maudan; 18 958   ; 19 903   
22315;Saint-Maudez; 18 376   ; 19 903   
22316;Saint-Mayeux; 17 124   ; 19 903   
22317;Saint-Méloir-des-Bois; 18 755   ; 19 903   
22318;Saint-Michel-de-Plélan; 17 911   ; 19 903   
22319;Saint-Michel-en-Grève; 21 279   ; 19 903   
22320;Saint-Nicodème; 15 677   ; 19 903   
22321;Saint-Nicolas-du-Pélem; 18 155   ; 19 903   
22322;Saint-Péver; 18 748   ; 19 903   
22323;Saint-Pôtan; 19 124   ; 19 903   
22324;Saint-Quay-Perros; 23 059   ; 19 903   
22325;Saint-Quay-Portrieux; 22 065   ; 19 903   
22326;Saint-Rieul; 19 728   ; 19 903   
22327;Saint-Samson-sur-Rance; 20 465   ; 19 903   
22328;Saint-Servais; 17 640   ; 19 903   
22330;Saint-Thélo; 17 648   ; 19 903   
22331;Sainte-Tréphine; 17 519   ; 19 903   
22332;Saint-Trimoël; 20 138   ; 19 903   
22333;Saint-Vran; 17 966   ; 19 903   
22334;Saint-Igeaux; 18 246   ; 19 903   
22335;Senven-Léhart; 16 981   ; 19 903   
22337;Sévignac; 17 886   ; 19 903   
22338;Squiffiec; 17 971   ; 19 903   
22339;Taden; 20 556   ; 19 903   
22340;Tonquédec; 19 427   ; 19 903   
22341;Tramain; 19 211   ; 19 903   
22342;Trébédan; 16 929   ; 19 903   
22343;Trébeurden; 22 793   ; 19 903   
22344;Trébrivan; 19 124   ; 19 903   
22345;Trébry; 19 212   ; 19 903   
22346;Trédaniel; 19 861   ; 19 903   
22347;Trédarzec; 19 538   ; 19 903   
22348;Trédias; 18 986   ; 19 903   
22349;Trédrez-Locquémeau; 20 440   ; 19 903   
22350;Tréduder; 20 243   ; 19 903   
22351;Treffrin; 20 677   ; 19 903   
22352;Tréfumel; 21 255   ; 19 903   
22353;Trégastel; 21 930   ; 19 903   
22354;Tréglamus; 19 688   ; 19 903   
22356;Trégomeur; 20 215   ; 19 903   
22357;Trégon; 20 353   ; 19 903   
22358;Trégonneau; 18 608   ; 19 903   
22359;Trégrom; 18 439   ; 19 903   
22360;Trégueux; 20 863   ; 19 903   
22361;Tréguidel; 19 065   ; 19 903   
22362;Tréguier; 18 178   ; 19 903   
22363;Trélévern; 22 677   ; 19 903   
22364;Trélivan; 20 434   ; 19 903   
22365;Trémargat; 13 967   ; 19 903   
22366;Trémel; 19 249   ; 19 903   
22367;Tréméloir; 20 663   ; 19 903   
22368;Tréméreuc; 21 043   ; 19 903   
22369;Trémeur; 20 043   ; 19 903   
22370;Tréméven; 17 896   ; 19 903   
22371;Trémorel; 19 153   ; 19 903   
22372;Trémuson; 20 305   ; 19 903   
22373;Tréogan;; 19 903   
22375;Tressignaux; 20 273   ; 19 903   
22376;Trévé; 19 854   ; 19 903   
22377;Tréveneuc; 21 378   ; 19 903   
22378;Trévérec; 17 684   ; 19 903   
22379;Trévou-Tréguignec; 22 285   ; 19 903   
22380;Trévron; 18 713   ; 19 903   
22381;Trézény; 20 163   ; 19 903   
22383;Troguéry; 17 087   ; 19 903   
22384;Uzel; 18 854   ; 19 903   
22385;La Vicomté-sur-Rance; 20 368   ; 19 903   
22386;Le Vieux-Bourg; 18 587   ; 19 903   
22387;Le Vieux-Marché; 19 264   ; 19 903   
22388;Vildé-Guingalan; 19 105   ; 19 903   
22389;Yffiniac; 20 299   ; 19 903   
22390;Yvias; 19 550   ; 19 903   
22391;Yvignac-la-Tour; 18 516   ; 19 903   
23001;Ahun; 18 567   ; 17 707   
23002;Ajain; 19 393   ; 17 707   
23003;Alleyrat; 18 277   ; 17 707   
23004;Anzême; 18 026   ; 17 707   
23005;Arfeuille-Châtain; 16 153   ; 17 707   
23006;Arrènes; 18 830   ; 17 707   
23007;Ars; 16 714   ; 17 707   
23008;Aubusson; 16 755   ; 17 707   
23009;Auge;; 17 707   
23010;Augères; 15 292   ; 17 707   
23011;Aulon; 18 330   ; 17 707   
23012;Auriat; 14 943   ; 17 707   
23013;Auzances; 17 817   ; 17 707   
23014;Azat-Châtenet; 16 129   ; 17 707   
23015;Azerables; 18 293   ; 17 707   
23016;Banize; 16 748   ; 17 707   
23017;Basville; 15 897   ; 17 707   
23018;Bazelat; 17 478   ; 17 707   
23019;Beissat;; 17 707   
23020;Bellegarde-en-Marche; 18 647   ; 17 707   
23021;Bénévent-l'Abbaye; 17 742   ; 17 707   
23022;Bétête; 17 871   ; 17 707   
23023;Blaudeix;; 17 707   
23024;Blessac; 18 497   ; 17 707   
23025;Bonnat; 17 313   ; 17 707   
23026;Bord-Saint-Georges; 15 236   ; 17 707   
23027;Bosmoreau-les-Mines; 16 134   ; 17 707   
23028;Bosroger;; 17 707   
23029;Le Bourg-d'Hem; 17 483   ; 17 707   
23030;Bourganeuf; 15 560   ; 17 707   
23031;Boussac; 16 555   ; 17 707   
23032;Boussac-Bourg; 18 566   ; 17 707   
23033;La Brionne; 21 154   ; 17 707   
23034;Brousse;; 17 707   
23035;Budelière; 17 878   ; 17 707   
23036;Bussière-Dunoise; 19 170   ; 17 707   
23037;Bussière-Nouvelle;; 17 707   
23038;Bussière-Saint-Georges; 16 775   ; 17 707   
23039;La Celle-Dunoise; 19 256   ; 17 707   
23040;La Celle-sous-Gouzon; 16 661   ; 17 707   
23041;La Cellette; 15 804   ; 17 707   
23042;Ceyroux; 15 317   ; 17 707   
23043;Chamberaud; 19 720   ; 17 707   
23044;Chambon-Sainte-Croix;; 17 707   
23045;Chambon-sur-Voueize; 16 767   ; 17 707   
23046;Chambonchard;; 17 707   
23047;Chamborand; 19 563   ; 17 707   
23048;Champagnat; 16 792   ; 17 707   
23049;Champsanglard; 19 083   ; 17 707   
23050;La Chapelle-Baloue; 14 078   ; 17 707   
23051;La Chapelle-Saint-Martial;; 17 707   
23052;La Chapelle-Taillefert; 20 383   ; 17 707   
23053;Chard; 16 892   ; 17 707   
23054;Charron; 14 554   ; 17 707   
23055;Châtelard;; 17 707   
23056;Châtelus-le-Marcheix; 15 561   ; 17 707   
23057;Châtelus-Malvaleix; 18 424   ; 17 707   
23058;Le Chauchet;; 17 707   
23059;La Chaussade; 14 453   ; 17 707   
23060;Chavanat; 15 627   ; 17 707   
23061;Chénérailles; 17 389   ; 17 707   
23062;Chéniers; 15 476   ; 17 707   
23063;Clairavaux; 20 079   ; 17 707   
23064;Clugnat; 17 788   ; 17 707   
23065;Colondannes; 17 291   ; 17 707   
23066;Le Compas; 14 786   ; 17 707   
23067;La Courtine; 18 299   ; 17 707   
23068;Cressat; 17 503   ; 17 707   
23069;Crocq; 16 198   ; 17 707   
23070;Crozant; 16 984   ; 17 707   
23071;Croze; 18 588   ; 17 707   
23072;Domeyrot; 17 251   ; 17 707   
23073;Dontreix; 15 790   ; 17 707   
23074;Le Donzeil; 17 260   ; 17 707   
23075;Dun-le-Palestel; 18 250   ; 17 707   
23076;Évaux-les-Bains; 17 754   ; 17 707   
23077;Faux-la-Montagne; 15 614   ; 17 707   
23078;Faux-Mazuras; 17 310   ; 17 707   
23079;Felletin; 17 347   ; 17 707   
23080;Féniers;; 17 707   
23081;Flayat; 17 404   ; 17 707   
23082;Fleurat; 17 813   ; 17 707   
23083;Fontanières; 17 043   ; 17 707   
23084;La Forêt-du-Temple; 15 528   ; 17 707   
23086;Fransèches; 20 270   ; 17 707   
23087;Fresselines; 15 479   ; 17 707   
23088;Gartempe; 17 562   ; 17 707   
23089;Genouillac; 17 699   ; 17 707   
23090;Gentioux-Pigerolles; 15 770   ; 17 707   
23091;Gioux; 13 449   ; 17 707   
23092;Glénic; 20 302   ; 17 707   
23093;Gouzon; 18 688   ; 17 707   
23095;Le Grand-Bourg; 17 672   ; 17 707   
23096;Guéret; 18 671   ; 17 707   
23097;Issoudun-Létrieix; 17 134   ; 17 707   
23098;Jalesches;; 17 707   
23099;Janaillat; 16 338   ; 17 707   
23100;Jarnages; 17 375   ; 17 707   
23101;Jouillat; 19 234   ; 17 707   
23102;Ladapeyre; 15 411   ; 17 707   
23103;Lafat; 16 398   ; 17 707   
23104;Lavaufranche; 13 783   ; 17 707   
23105;Lavaveix-les-Mines; 14 881   ; 17 707   
23106;Lépaud; 17 800   ; 17 707   
23107;Lépinas; 18 619   ; 17 707   
23108;Leyrat; 15 399   ; 17 707   
23109;Linard; 14 917   ; 17 707   
23110;Lioux-les-Monges;; 17 707   
23111;Lizières; 17 172   ; 17 707   
23112;Lourdoueix-Saint-Pierre; 16 688   ; 17 707   
23113;Lupersat; 16 208   ; 17 707   
23114;Lussat; 17 554   ; 17 707   
23115;Magnat-l'Étrange; 13 658   ; 17 707   
23116;Mainsat; 16 786   ; 17 707   
23117;Maison-Feyne; 18 944   ; 17 707   
23118;Maisonnisses; 16 392   ; 17 707   
23119;Malleret;; 17 707   
23120;Malleret-Boussac; 16 138   ; 17 707   
23121;Malval;; 17 707   
23122;Mansat-la-Courrière;; 17 707   
23123;Les Mars; 16 500   ; 17 707   
23124;Marsac; 17 795   ; 17 707   
23125;Le Mas-d'Artige; 17 687   ; 17 707   
23126;Masbaraud-Mérignat; 18 814   ; 17 707   
23127;Mautes; 14 462   ; 17 707   
23128;Mazeirat; 19 058   ; 17 707   
23129;La Mazière-aux-Bons-Hommes;; 17 707   
23130;Méasnes; 16 917   ; 17 707   
23131;Mérinchal; 15 965   ; 17 707   
23132;Montaigut-le-Blanc; 17 846   ; 17 707   
23133;Montboucher; 17 922   ; 17 707   
23134;Le Monteil-au-Vicomte; 16 605   ; 17 707   
23136;Mortroux; 15 617   ; 17 707   
23137;Mourioux-Vieilleville; 16 965   ; 17 707   
23138;Moutier-d'Ahun; 16 544   ; 17 707   
23139;Moutier-Malcard; 15 246   ; 17 707   
23140;Moutier-Rozeille; 19 100   ; 17 707   
23141;Naillat; 17 815   ; 17 707   
23142;Néoux; 17 035   ; 17 707   
23143;Noth; 17 444   ; 17 707   
23144;La Nouaille; 15 284   ; 17 707   
23145;Nouhant; 17 205   ; 17 707   
23146;Nouzerines; 18 554   ; 17 707   
23147;Nouzerolles; 15 367   ; 17 707   
23148;Nouziers; 16 131   ; 17 707   
23149;Parsac; 16 275   ; 17 707   
23150;Peyrabout; 18 860   ; 17 707   
23151;Peyrat-la-Nonière; 16 335   ; 17 707   
23152;Pierrefitte;; 17 707   
23154;Pionnat; 18 226   ; 17 707   
23155;Pontarion; 18 710   ; 17 707   
23156;Pontcharraud;; 17 707   
23157;La Pouge;; 17 707   
23158;Poussanges; 15 595   ; 17 707   
23159;Puy-Malsignat; 15 236   ; 17 707   
23160;Reterre; 16 045   ; 17 707   
23161;Rimondeix;; 17 707   
23162;Roches; 16 425   ; 17 707   
23164;Rougnat; 15 573   ; 17 707   
23165;Royère-de-Vassivière; 18 237   ; 17 707   
23166;Sagnat; 17 900   ; 17 707   
23167;Sannat; 16 041   ; 17 707   
23168;Sardent; 18 228   ; 17 707   
23169;La Saunière; 20 298   ; 17 707   
23170;Savennes; 19 689   ; 17 707   
23171;Sermur; 14 827   ; 17 707   
23172;La Serre-Bussière-Vieille; 14 494   ; 17 707   
23173;Soubrebost; 17 639   ; 17 707   
23174;Soumans; 16 247   ; 17 707   
23175;Sous-Parsat; 23 424   ; 17 707   
23176;La Souterraine; 18 124   ; 17 707   
23177;Saint-Agnant-de-Versillat; 19 373   ; 17 707   
23178;Saint-Agnant-près-Crocq; 12 707   ; 17 707   
23179;Saint-Alpinien; 17 960   ; 17 707   
23180;Saint-Amand; 17 916   ; 17 707   
23181;Saint-Amand-Jartoudeix; 16 431   ; 17 707   
23182;Saint-Avit-de-Tardes; 17 230   ; 17 707   
23183;Saint-Avit-le-Pauvre;; 17 707   
23184;Saint-Bard; 16 144   ; 17 707   
23185;Saint-Chabrais; 16 885   ; 17 707   
23186;Saint-Christophe; 22 927   ; 17 707   
23187;Saint-Dizier-la-Tour; 16 399   ; 17 707   
23188;Saint-Dizier-les-Domaines; 19 050   ; 17 707   
23189;Saint-Dizier-Leyrenne; 16 321   ; 17 707   
23190;Saint-Domet; 14 954   ; 17 707   
23191;Saint-Éloi; 17 516   ; 17 707   
23192;Saint-Étienne-de-Fursac; 17 999   ; 17 707   
23193;Sainte-Feyre; 21 533   ; 17 707   
23194;Sainte-Feyre-la-Montagne; 19 135   ; 17 707   
23195;Saint-Fiel; 20 436   ; 17 707   
23196;Saint-Frion; 16 626   ; 17 707   
23197;Saint-Georges-la-Pouge; 15 908   ; 17 707   
23198;Saint-Georges-Nigremont; 15 375   ; 17 707   
23199;Saint-Germain-Beaupré; 16 801   ; 17 707   
23200;Saint-Goussaud; 18 260   ; 17 707   
23201;Saint-Hilaire-la-Plaine; 20 165   ; 17 707   
23202;Saint-Hilaire-le-Château; 17 492   ; 17 707   
23203;Saint-Julien-la-Genête; 18 111   ; 17 707   
23204;Saint-Julien-le-Châtel; 14 892   ; 17 707   
23205;Saint-Junien-la-Bregère; 15 451   ; 17 707   
23206;Saint-Laurent; 20 012   ; 17 707   
23207;Saint-Léger-Bridereix; 16 717   ; 17 707   
23208;Saint-Léger-le-Guérétois; 20 050   ; 17 707   
23209;Saint-Loup; 16 594   ; 17 707   
23210;Saint-Maixant; 19 613   ; 17 707   
23211;Saint-Marc-à-Frongier; 16 850   ; 17 707   
23212;Saint-Marc-à-Loubaud; 16 097   ; 17 707   
23213;Saint-Marien; 16 298   ; 17 707   
23214;Saint-Martial-le-Mont; 18 990   ; 17 707   
23215;Saint-Martial-le-Vieux; 17 103   ; 17 707   
23216;Saint-Martin-Château; 16 876   ; 17 707   
23217;Saint-Martin-Sainte-Catherine; 16 327   ; 17 707   
23218;Saint-Maurice-près-Crocq; 13 632   ; 17 707   
23219;Saint-Maurice-la-Souterraine; 17 595   ; 17 707   
23220;Saint-Médard-la-Rochette; 16 487   ; 17 707   
23221;Saint-Merd-la-Breuille; 13 945   ; 17 707   
23222;Saint-Michel-de-Veisse; 17 917   ; 17 707   
23223;Saint-Moreil; 14 799   ; 17 707   
23224;Saint-Oradoux-de-Chirouze;; 17 707   
23225;Saint-Oradoux-près-Crocq; 16 167   ; 17 707   
23226;Saint-Pardoux-d'Arnet; 18 134   ; 17 707   
23227;Saint-Pardoux-Morterolles; 16 677   ; 17 707   
23228;Saint-Pardoux-le-Neuf; 20 092   ; 17 707   
23229;Saint-Pardoux-les-Cards; 16 819   ; 17 707   
23230;Saint-Pierre-Chérignat; 15 895   ; 17 707   
23231;Saint-Pierre-de-Fursac; 17 470   ; 17 707   
23232;Saint-Pierre-Bellevue; 17 101   ; 17 707   
23233;Saint-Pierre-le-Bost; 15 679   ; 17 707   
23234;Saint-Priest; 16 165   ; 17 707   
23235;Saint-Priest-la-Feuille; 18 529   ; 17 707   
23236;Saint-Priest-la-Plaine; 16 703   ; 17 707   
23237;Saint-Priest-Palus;; 17 707   
23238;Saint-Quentin-la-Chabanne; 18 349   ; 17 707   
23239;Saint-Sébastien; 16 381   ; 17 707   
23240;Saint-Silvain-Bas-le-Roc; 18 098   ; 17 707   
23241;Saint-Silvain-Bellegarde; 17 219   ; 17 707   
23242;Saint-Silvain-Montaigut; 19 322   ; 17 707   
23243;Saint-Silvain-sous-Toulx; 14 075   ; 17 707   
23244;Saint-Sulpice-le-Dunois; 17 575   ; 17 707   
23245;Saint-Sulpice-le-Guérétois; 21 004   ; 17 707   
23246;Saint-Sulpice-les-Champs; 17 014   ; 17 707   
23247;Saint-Vaury; 19 573   ; 17 707   
23248;Saint-Victor-en-Marche; 18 345   ; 17 707   
23249;Saint-Yrieix-la-Montagne; 15 060   ; 17 707   
23250;Saint-Yrieix-les-Bois; 16 179   ; 17 707   
23251;Tardes; 16 132   ; 17 707   
23252;Tercillat; 15 600   ; 17 707   
23253;Thauron; 15 404   ; 17 707   
23254;Toulx-Sainte-Croix; 16 134   ; 17 707   
23255;Trois-Fonds; 18 671   ; 17 707   
23257;Vallière; 17 404   ; 17 707   
23258;Vareilles; 18 407   ; 17 707   
23259;Verneiges; 20 041   ; 17 707   
23260;Vidaillat; 16 094   ; 17 707   
23261;Viersat; 14 902   ; 17 707   
23262;Vigeville; 17 164   ; 17 707   
23263;Villard; 19 233   ; 17 707   
23264;La Villedieu;; 17 707   
23265;La Villeneuve;; 17 707   
23266;La Villetelle; 17 645   ; 17 707   
24001;Abjat-sur-Bandiat; 16 821   ; 18 688   
24002;Agonac; 20 555   ; 18 688   
24004;Ajat; 19 195   ; 18 688   
24005;Alles-sur-Dordogne; 19 811   ; 18 688   
24006;Allas-les-Mines; 17 809   ; 18 688   
24007;Allemans; 18 533   ; 18 688   
24008;Angoisse; 16 651   ; 18 688   
24009;Anlhiac; 19 786   ; 18 688   
24010;Annesse-et-Beaulieu; 20 436   ; 18 688   
24011;Antonne-et-Trigonant; 20 583   ; 18 688   
24012;Archignac; 18 098   ; 18 688   
24013;Atur; 21 889   ; 18 688   
24014;Aubas; 18 481   ; 18 688   
24015;Audrix; 17 958   ; 18 688   
24016;Augignac; 17 228   ; 18 688   
24018;Auriac-du-Périgord; 18 695   ; 18 688   
24019;Azerat; 18 586   ; 18 688   
24020;La Bachellerie; 19 906   ; 18 688   
24021;Badefols-d'Ans; 16 165   ; 18 688   
24022;Badefols-sur-Dordogne; 18 538   ; 18 688   
24023;Baneuil; 20 990   ; 18 688   
24024;Bardou;; 18 688   
24025;Bars; 14 409   ; 18 688   
24026;Bassillac; 21 317   ; 18 688   
24027;Bayac; 18 588   ; 18 688   
24028;Beaumont-du-Périgord; 18 411   ; 18 688   
24029;Beaupouyet; 16 419   ; 18 688   
24030;Beauregard-de-Terrasson; 19 102   ; 18 688   
24031;Beauregard-et-Bassac; 17 002   ; 18 688   
24032;Beauronne; 17 260   ; 18 688   
24033;Beaussac; 16 521   ; 18 688   
24034;Beleymas; 19 512   ; 18 688   
24035;Belvès; 17 535   ; 18 688   
24036;Berbiguières; 19 865   ; 18 688   
24037;Bergerac; 17 853   ; 18 688   
24038;Bertric-Burée; 18 764   ; 18 688   
24039;Besse; 12 893   ; 18 688   
24040;Beynac-et-Cazenac; 18 274   ; 18 688   
24041;Bézenac; 18 664   ; 18 688   
24042;Biras; 18 943   ; 18 688   
24043;Biron; 16 651   ; 18 688   
24044;Blis-et-Born; 19 372   ; 18 688   
24045;Boisse; 17 424   ; 18 688   
24046;Boisseuilh; 16 363   ; 18 688   
24047;La Boissière-d'Ans; 18 699   ; 18 688   
24048;Bonneville-et-Saint-Avit-de-Fumadières; 17 808   ; 18 688   
24050;Borrèze; 15 949   ; 18 688   
24051;Bosset; 18 884   ; 18 688   
