,Prix (€),Marque,Taille,Etat,Matière,Localisation,Option de paiement,Vues,Date d'ajout
956,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
957,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,47,"12/29/2023, 11:58:58 AM"
958,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,15,"12/29/2023, 8:41:06 AM"
959,"5,00",Salsa,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,4,"12/29/2023, 5:53:34 PM"
960,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,34,"12/29/2023, 3:32:51 PM"
961,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
962,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,13,"12/29/2023, 11:31:01 AM"
963,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,22,"12/29/2023, 1:56:57 PM"
964,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
965,"5,00",Antony Morato,W27 | FR 36,Très bon état,,"Châtenay-Malabry, France",Carte bancaire,5,"12/29/2023, 1:18:52 AM"
966,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,13,"12/28/2023, 1:33:00 PM"
967,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,140,"12/28/2023, 3:25:04 PM"
968,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,53,"12/29/2023, 3:50:17 PM"
969,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,2,"12/29/2023, 9:01:47 PM"
970,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
971,"5,00",Pepe Jeans,M,Bon état,,"Saint-Romain-au-Mont-d’Or, France",Carte bancaire,40,"12/29/2023, 12:56:37 PM"
972,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,74,"12/28/2023, 4:13:03 PM"
973,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
974,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
975,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
976,"5,00",Jo Cassidy,5XL,Neuf avec étiquette,Coton,"Armbouts-Cappel, France",Carte bancaire,12,"12/27/2023, 3:33:14 PM"
977,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
978,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
979,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,29,"12/29/2023, 2:14:08 PM"
980,"5,00",Benson & Cherry,W26 | FR 36,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 8:41:01 PM"
981,"5,00",Teddy Smith,W32 | FR 42,Très bon état,,"Nice, France",Carte bancaire,20,"12/29/2023, 3:54:30 PM"
982,"5,00",Freeman T. Porter,W29 | FR 38,Très bon état,,"Évry, France",Carte bancaire,5,"12/29/2023, 5:46:21 PM"
983,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
984,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
985,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
986,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
987,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
988,"5,00",Jeanne Arthes,,Neuf avec étiquette,,"Créhange, France",Carte bancaire,3,"12/29/2023, 4:43:08 PM"
989,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
990,"5,00",John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne","Villejuif, France",Carte bancaire,1,"12/29/2023, 11:46:27 AM"
991,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,76,"12/29/2023, 11:19:32 AM"
992,"5,00",TERANCE KOLE,W36 | FR 46,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,6,"12/28/2023, 1:50:29 PM"
993,"8,00",Grain de Malice,W38 | FR 48,Neuf sans étiquette,,"Les Ormes, France",Carte bancaire,1,"12/29/2023, 8:09:41 PM"
994,"6,00",L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,"Saint-André-de-Cubzac, France",Carte bancaire,4,"12/29/2023, 5:32:28 PM"
995,"5,00",Livergy,W32 | FR 42,Très bon état,,"Bégadan, France",Carte bancaire,8,"12/29/2023, 1:21:40 PM"
996,"5,00",H&M,W32 | FR 42,Très bon état,Coton,"Pressins, France",Carte bancaire,10,"12/29/2023, 10:38:06 AM"
997,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,16,"12/26/2023, 3:22:33 PM"
998,"8,00",Bonobo,W36 | FR 46,Très bon état,,"Oudon, France",Carte bancaire,8,"12/28/2023, 3:33:33 PM"
999,"5,00",Cargo,W32 | FR 42,Très bon état,,France,Carte bancaire,13,"12/27/2023, 9:08:49 PM"
1000,"5,00",Regular,W34 | FR 44,Bon état,,"Jougne, France",Carte bancaire,1,"12/29/2023, 5:42:10 PM"
1001,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1002,"8,00",Pull & Bear,W34 | FR 44,Neuf sans étiquette,,France,Carte bancaire,7,"12/29/2023, 5:16:05 PM"
1003,"6,00",Devred,W33 | FR 42,Très bon état,,"Bussières, France",Carte bancaire,14,"12/28/2023, 10:50:59 AM"
1004,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,2,"12/29/2023, 4:56:53 PM"
1005,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:03:01 PM"
1006,"5,00",GovdenimM5888,W34 | FR 44,Très bon état,Coton,"Segonzac, France",Carte bancaire,28,"12/27/2023, 4:55:37 PM"
1007,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1008,"5,00",Kaporal,W32 | FR 42,Bon état,,"Jougne, France",Carte bancaire,9,"12/29/2023, 5:30:38 PM"
1009,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1010,"6,00",Pull & Bear,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/29/2023, 1:05:40 PM"
1011,"5,00",Jules,W26 | FR 36,Très bon état,Coton,"Saint-Aubin-lès-Elbeuf, France",Carte bancaire,1,"12/29/2023, 3:37:47 PM"
1012,"5,00",Le Temps des Cerises,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:12:12 PM"
1013,"7,00",Donovan,W26 | FR 36,Très bon état,,"Paris, France",Carte bancaire,1,"12/29/2023, 7:53:07 PM"
1014,"5,00",Celio,W33 | FR 42,Très bon état,,"Sorgues, France",Carte bancaire,15,"12/26/2023, 4:57:37 PM"
1015,"5,00",Shein,L,Bon état,,"Le Tréport, France",Carte bancaire,1,"12/29/2023, 8:29:17 PM"
1016,"7,00",Chevignon,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/28/2023, 11:05:52 AM"
1017,"5,00",Jack & Jones,W30 | FR 40,Très bon état,Coton,"Nantua, France",Carte bancaire,35,"12/29/2023, 8:53:50 AM"
1018,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,34,"12/29/2023, 6:48:16 PM"
1019,"6,00",Bonobo,W36 | FR 46,Très bon état,,"Saint-Offenge-Dessous, France",Carte bancaire,18,"12/29/2023, 5:13:08 PM"
1020,"9,00",Zara,W32 | FR 42,Très bon état,,"Saint-Georges-les-Bains, France",Carte bancaire,83,"12/29/2023, 11:07:47 AM"
1021,"5,00",Shein,W23 | FR 32,Neuf avec étiquette,Coton,"Fondettes, France",Carte bancaire,4,"12/28/2023, 9:11:26 AM"
1022,"10,00",Levi's,W32 | FR 42,Bon état,Coton,"Sète, France",Carte bancaire,48,"12/29/2023, 2:24:14 PM"
1023,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,1,"12/29/2023, 4:51:19 PM"
1024,"5,00",Crossby,W28 | FR 38,Très bon état,,France,Carte bancaire,2,"12/29/2023, 4:15:12 PM"
1025,"15,00",Alixpress,W36 | FR 46,Neuf avec étiquette,"Coton, Polyester","Saint-André-de-Sangonis, France",Carte bancaire,1,"12/29/2023, 8:14:39 PM"
1026,"10,00",Diesel,W33 | FR 42,Très bon état,,"Bormes-les-Mimosas, France",Carte bancaire,12,"12/29/2023, 6:14:13 PM"
1027,"5,00",SMOG,W36 | FR 46,Bon état,,"Le Mans, France",Carte bancaire,6,"12/28/2023, 8:43:05 PM"
1028,"5,00",Ross Carra,W26 | FR 36,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,4,"12/28/2023, 1:46:54 PM"
1029,"5,00",GAS,W25 | FR 34,Très bon état,,"Quimper, France",Carte bancaire,4,"12/28/2023, 4:30:33 PM"
1030,"5,00",H&M,W23 | FR 32,Très bon état,,"Paris, France",Carte bancaire,12,"12/27/2023, 12:27:55 PM"
1031,"10,00",Diesel,W30 | FR 40,Bon état,,"Rives-du-Loir-en-Anjou, France",Carte bancaire,58,"12/29/2023, 4:16:31 PM"
1032,"5,00",Jules,W28 | FR 38,Très bon état,Coton,"Lomme, France",Carte bancaire,3,"12/28/2023, 1:50:22 PM"
1033,"5,00",Pull & Bear,W31 | FR 40,Très bon état,,France,Carte bancaire,23,"12/29/2023, 3:21:22 PM"
1034,"5,00",,W23 | FR 32,Neuf sans étiquette,,"Lumbres, France",Carte bancaire,7,"12/29/2023, 10:27:59 AM"
1035,"10,00",Tommy Jeans,L,Bon état,,"Rodilhan, France",Carte bancaire,29,"12/29/2023, 12:22:40 PM"
1036,"5,00",Armand Thiery,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,6,"12/27/2023, 10:58:10 AM"
1037,"7,00",Siksilk,M,Très bon état,,France,Carte bancaire,13,"12/28/2023, 12:08:23 PM"
1038,"5,00",BZB,W23 | FR 32,Bon état,,"Vannes, France",Carte bancaire,0,"12/29/2023, 7:15:06 PM"
1039,"5,00",Celio,W33 | FR 42,Bon état,,"Thorigné-Fouillard, France",Carte bancaire,4,"12/28/2023, 9:53:43 AM"
1040,"8,99",RAW,W30 | FR 40,Très bon état,,"Unieux, France",Carte bancaire,3,"12/29/2023, 5:27:36 PM"
1041,"5,00",G-Star,W30 | FR 40,Bon état,Coton,"Noyelles-sous-Lens, France",Carte bancaire,8,"12/29/2023, 2:36:43 PM"
1042,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,19,"12/29/2023, 6:45:32 PM"
1043,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1044,"5,00",Levi's,W29 | FR 38,Bon état,,"Surtainville, France",Carte bancaire,22,"12/29/2023, 2:52:14 PM"
1045,"5,00",G-Star,W25 | FR 34,Bon état,,"Naintré, France",Carte bancaire,13,"12/29/2023, 4:42:45 PM"
1046,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,8,"12/29/2023, 2:59:48 PM"
1047,"5,00",Pull & Bear,W26 | FR 36,Très bon état,,"Cabriès, France",Carte bancaire,203,"12/28/2023, 6:55:30 PM"
1048,"12,00",la boutique officielle,M,Neuf avec étiquette,,"Pont-Audemer, France",Carte bancaire,6,"12/29/2023, 8:45:56 PM"
1049,"6,00",,W34 | FR 44,Très bon état,,"Lamonzie-Saint-Martin, France",Carte bancaire,23,"12/28/2023, 5:49:40 PM"
1050,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
1051,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,48,"12/29/2023, 11:58:58 AM"
1052,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,15,"12/29/2023, 8:41:06 AM"
1053,"5,00",Salsa,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,5,"12/29/2023, 5:53:34 PM"
1054,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1055,"5,00",Pull & Bear,W30 | FR 40,Très bon état,,"Paris, France",Carte bancaire,34,"12/29/2023, 3:32:51 PM"
1056,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1057,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,13,"12/29/2023, 11:31:01 AM"
1058,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,22,"12/29/2023, 1:56:57 PM"
1059,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1060,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,13,"12/28/2023, 1:33:00 PM"
1061,"5,00",Zara,W30 | FR 40,Très bon état,,France,Carte bancaire,140,"12/28/2023, 3:25:04 PM"
1062,"6,00",Pionier,W36 | FR 46,Très bon état,,"Saint-Loubès, France",Carte bancaire,54,"12/29/2023, 3:50:17 PM"
1063,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,2,"12/29/2023, 9:01:47 PM"
1064,"5,00",Bonobo,W28 | FR 38,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:06:12 PM"
1065,"5,00",Pepe Jeans,M,Bon état,,"Saint-Romain-au-Mont-d’Or, France",Carte bancaire,40,"12/29/2023, 12:56:37 PM"
1066,"5,00",ICON,W23 | FR 32,Très bon état,,"Quimper, France",Carte bancaire,74,"12/28/2023, 4:13:03 PM"
1067,"5,00",Brave Soul,W28 | FR 38,Très bon état,,France,Carte bancaire,16,"12/25/2023, 5:51:23 PM"
1068,"5,00",ICON,W26 | FR 36,Très bon état,,"Socourt, France",Carte bancaire,26,"12/28/2023, 10:08:36 AM"
1069,"5,00",Urban Rags,W30 | FR 40,Très bon état,"Coton, Polyes","Broye-Aubigney-Montseugny, France",Carte bancaire,20,"12/27/2023, 9:47:41 AM"
1070,"5,00",Jo Cassidy,5XL,Neuf avec étiquette,Coton,"Armbouts-Cappel, France",Carte bancaire,12,"12/27/2023, 3:33:14 PM"
1071,"5,00",Celio,W38 | FR 48,Très bon état,,"Thoiry, France",Carte bancaire,69,"12/25/2023, 10:46:04 AM"
1072,"5,00",Celio,W33 | FR 42,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 9:08:26 PM"
1073,"7,00",Levi's,W30 | FR 40,Très bon état,,"Neuville-de-Poitou, France",Carte bancaire,29,"12/29/2023, 2:14:08 PM"
1074,"5,00",Benson & Cherry,W26 | FR 36,Très bon état,,"Saint-Jacques-de-la-Lande, France",Carte bancaire,0,"12/29/2023, 8:41:01 PM"
1075,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,34,"12/29/2023, 6:48:16 PM"
1076,"5,00",Teddy Smith,W32 | FR 42,Très bon état,,"Nice, France",Carte bancaire,20,"12/29/2023, 3:54:30 PM"
1077,"5,00",Freeman T. Porter,W29 | FR 38,Très bon état,,"Évry, France",Carte bancaire,5,"12/29/2023, 5:46:21 PM"
1078,"8,00",Levi's,W31 | FR 40,Bon état,Coton,"Marseillan, France",Carte bancaire,33,"12/29/2023, 11:18:14 AM"
1079,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
1080,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
1081,"5,00",Teddy Smith,S,Bon état,,"Olivet, France",Carte bancaire,6,"12/27/2023, 8:55:42 PM"
1082,"5,00",Jules,W26 | FR 36,Neuf sans étiquette,,France,Carte bancaire,5,"12/28/2023, 1:31:10 PM"
1083,"5,00",Jeanne Arthes,,Neuf avec étiquette,,"Créhange, France",Carte bancaire,3,"12/29/2023, 4:43:08 PM"
1084,"5,00",Springfield,W32 | FR 42,Bon état,,"Sennely, France",Carte bancaire,0,"12/29/2023, 9:08:32 PM"
1085,"5,00",John H,W24 | FR 34,Neuf sans étiquette,"Coton, Élasthanne","Villejuif, France",Carte bancaire,1,"12/29/2023, 11:46:27 AM"
1086,"12,00",G-Star,W33 | FR 42,Très bon état,,"Perpignan, France",Carte bancaire,76,"12/29/2023, 11:19:32 AM"
1087,"5,00",TERANCE KOLE,W36 | FR 46,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,6,"12/28/2023, 1:50:29 PM"
1088,"8,00",Grain de Malice,W38 | FR 48,Neuf sans étiquette,,"Les Ormes, France",Carte bancaire,2,"12/29/2023, 8:09:41 PM"
1089,"6,00",L'Homme Moderne,W33 | FR 42,Neuf sans étiquette,Denim,"Saint-André-de-Cubzac, France",Carte bancaire,4,"12/29/2023, 5:32:28 PM"
1090,"5,00",Livergy,W32 | FR 42,Très bon état,,"Bégadan, France",Carte bancaire,8,"12/29/2023, 1:21:40 PM"
1091,"5,00",H&M,W32 | FR 42,Très bon état,Coton,"Pressins, France",Carte bancaire,10,"12/29/2023, 10:38:06 AM"
1092,"6,00",Jack & Jones,W31 | FR 40,Bon état,Coton,"Le Thor, France",Carte bancaire,16,"12/26/2023, 3:22:33 PM"
1093,"8,00",Pull & Bear,W34 | FR 44,Neuf sans étiquette,,France,Carte bancaire,7,"12/29/2023, 5:16:05 PM"
1094,"8,00",Bonobo,W36 | FR 46,Très bon état,,"Oudon, France",Carte bancaire,8,"12/28/2023, 3:33:33 PM"
1095,"5,00",Cargo,W32 | FR 42,Très bon état,,France,Carte bancaire,13,"12/27/2023, 9:08:49 PM"
1096,"5,00",Regular,W34 | FR 44,Bon état,,"Jougne, France",Carte bancaire,1,"12/29/2023, 5:42:10 PM"
1097,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1098,"6,00",Devred,W33 | FR 42,Très bon état,,"Bussières, France",Carte bancaire,14,"12/28/2023, 10:50:59 AM"
1099,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,2,"12/29/2023, 4:56:53 PM"
1100,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:03:01 PM"
1101,"5,00",GovdenimM5888,W34 | FR 44,Très bon état,Coton,"Segonzac, France",Carte bancaire,28,"12/27/2023, 4:55:37 PM"
1102,"5,00",districenter,M,Très bon état,,"Saint-Jean-de-Maurienne, France",Carte bancaire,8,"12/28/2023, 5:26:51 PM"
1103,"5,00",Kaporal,W32 | FR 42,Bon état,,"Jougne, France",Carte bancaire,9,"12/29/2023, 5:30:38 PM"
1104,"5,00",Bonobo,W26 | FR 36,Neuf sans étiquette,,"Saint-Laurs, France",Carte bancaire,8,"12/28/2023, 10:16:46 AM"
1105,"6,00",Pull & Bear,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/29/2023, 1:05:40 PM"
1106,"5,00",Jules,W26 | FR 36,Très bon état,Coton,"Saint-Aubin-lès-Elbeuf, France",Carte bancaire,1,"12/29/2023, 3:37:47 PM"
1107,"5,00",Antony Morato,W27 | FR 36,Très bon état,,"Châtenay-Malabry, France",Carte bancaire,5,"12/29/2023, 1:18:52 AM"
1108,"5,00",Le Temps des Cerises,W27 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:12:12 PM"
1109,"7,00",Donovan,W26 | FR 36,Très bon état,,"Paris, France",Carte bancaire,1,"12/29/2023, 7:53:07 PM"
1110,"5,00",Celio,W33 | FR 42,Très bon état,,"Sorgues, France",Carte bancaire,15,"12/26/2023, 4:57:37 PM"
1111,"5,00",Shein,L,Bon état,,"Le Tréport, France",Carte bancaire,1,"12/29/2023, 8:29:17 PM"
1112,"7,00",Chevignon,W30 | FR 40,Très bon état,,France,Carte bancaire,20,"12/28/2023, 11:05:52 AM"
1113,"10,00",Levi's,W32 | FR 42,Bon état,Coton,"Sète, France",Carte bancaire,49,"12/29/2023, 2:24:14 PM"
1114,"6,00",Bonobo,W36 | FR 46,Très bon état,,"Saint-Offenge-Dessous, France",Carte bancaire,18,"12/29/2023, 5:13:08 PM"
1115,"9,00",Zara,W32 | FR 42,Très bon état,,"Saint-Georges-les-Bains, France",Carte bancaire,83,"12/29/2023, 11:07:47 AM"
1116,"5,00",Shein,W23 | FR 32,Neuf avec étiquette,Coton,"Fondettes, France",Carte bancaire,4,"12/28/2023, 9:11:26 AM"
1117,"10,00",Diesel,W33 | FR 42,Très bon état,,"Bormes-les-Mimosas, France",Carte bancaire,12,"12/29/2023, 6:14:13 PM"
1118,"12,00",Devred,W31 | FR 40,Très bon état,,"Seiches-sur-le-Loir, France",Carte bancaire,0,"12/29/2023, 9:20:08 PM"
1119,"5,00",Frilivin,W31 | FR 40,Très bon état,,"Falleron, France",Carte bancaire,1,"12/29/2023, 4:51:19 PM"
1120,"5,00",Crossby,W28 | FR 38,Très bon état,,France,Carte bancaire,2,"12/29/2023, 4:15:12 PM"
1121,"15,00",Alixpress,W36 | FR 46,Neuf avec étiquette,"Coton, Polyester","Saint-André-de-Sangonis, France",Carte bancaire,1,"12/29/2023, 8:14:39 PM"
1122,"5,00",SMOG,W36 | FR 46,Bon état,,"Le Mans, France",Carte bancaire,6,"12/28/2023, 8:43:05 PM"
1123,"5,00",Ross Carra,W26 | FR 36,Bon état,,"Blainville-sur-l'Eau, France",Carte bancaire,4,"12/28/2023, 1:46:54 PM"
1124,"5,00",GAS,W25 | FR 34,Très bon état,,"Quimper, France",Carte bancaire,4,"12/28/2023, 4:30:33 PM"
1125,"5,00",H&M,W23 | FR 32,Très bon état,,"Paris, France",Carte bancaire,12,"12/27/2023, 12:27:55 PM"
1126,"10,00",Diesel,W30 | FR 40,Bon état,,"Rives-du-Loir-en-Anjou, France",Carte bancaire,58,"12/29/2023, 4:16:31 PM"
1127,"5,00",Jules,W28 | FR 38,Très bon état,Coton,"Lomme, France",Carte bancaire,3,"12/28/2023, 1:50:22 PM"
1128,"5,00",Pull & Bear,W31 | FR 40,Très bon état,,France,Carte bancaire,23,"12/29/2023, 3:21:22 PM"
1129,"5,00",,W23 | FR 32,Neuf sans étiquette,,"Lumbres, France",Carte bancaire,7,"12/29/2023, 10:27:59 AM"
1130,"10,00",Tommy Jeans,L,Bon état,,"Rodilhan, France",Carte bancaire,29,"12/29/2023, 12:22:40 PM"
1131,"5,00",Armand Thiery,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,6,"12/27/2023, 10:58:10 AM"
1132,"7,00",Siksilk,M,Très bon état,,France,Carte bancaire,13,"12/28/2023, 12:08:23 PM"
1133,"5,00",BZB,W23 | FR 32,Bon état,,"Vannes, France",Carte bancaire,0,"12/29/2023, 7:15:06 PM"
1134,"5,00",Brave Soul,W30 | FR 40,Neuf avec étiquette,,"Châteauneuf-les-Martigues, France",Carte bancaire,14,"12/29/2023, 11:31:01 AM"
1135,"5,00",G-Star,W25 | FR 34,Bon état,,"Naintré, France",Carte bancaire,14,"12/29/2023, 4:42:45 PM"
1136,"5,00",Kaporal,W28 | FR 38,Très bon état,,"Évry, France",Carte bancaire,1,"12/29/2023, 5:50:17 PM"
1137,"5,00",,W23 | FR 32,Très bon état,,France,Carte bancaire,1,"12/29/2023, 8:33:55 PM"
1138,"5,00",Pull & Bear,W26 | FR 36,Très bon état,,"Cabriès, France",Carte bancaire,204,"12/28/2023, 6:55:30 PM"
1139,"5,00",Bershka,M,Très bon état,,"Ozoir-la-Ferrière, France",Carte bancaire,22,"12/29/2023, 1:56:57 PM"
1140,"5,00",Lee,W32 | FR 42,Très bon état,Coton,"Aveizieux, France",Carte bancaire,48,"12/29/2023, 11:58:58 AM"
1141,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,8,"12/29/2023, 2:59:48 PM"
1142,"5,00",Celio,W36 | FR 46,Très bon état,,France,Carte bancaire,15,"12/29/2023, 10:27:02 AM"
1143,"6,00",,W34 | FR 44,Très bon état,,"Lamonzie-Saint-Martin, France",Carte bancaire,23,"12/28/2023, 5:49:40 PM"
1144,"5,00",Levi's,W29 | FR 38,Bon état,,"Surtainville, France",Carte bancaire,24,"12/29/2023, 2:52:14 PM"
1145,"5,00",Bonobo,W30 | FR 40,Neuf sans étiquette,,"Saint-Laure, France",Carte bancaire,18,"12/29/2023, 11:53:09 AM"
1146,"6,00",Pepe Jeans,W31 | FR 40,Très bon état,,France,Carte bancaire,59,"12/27/2023, 4:47:12 PM"
1147,"5,00",Jules,W30 | FR 40,Très bon état,,"Harnes, France",Carte bancaire,15,"12/29/2023, 8:41:06 AM"
1148,"5,00",Bizzbee,W29 | FR 38,Neuf sans étiquette,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:19:11 PM"
1149,"5,00",Bonobo,W26 | FR 36,Très bon état,,"Sarlat-la-Canéda, France",Carte bancaire,0,"12/29/2023, 9:08:58 PM"
1150,"6,00",Diesel,W32 | FR 42,Très bon état,,"Mantes-la-Ville, France",Carte bancaire,19,"12/29/2023, 6:45:32 PM"
1151,"7,00",Zara,W32 | FR 42,Neuf avec étiquette,,"Mulhouse, France",Carte bancaire,34,"12/29/2023, 6:48:16 PM"
1152,"5,00",BZB,W26 | FR 36,Très bon état,Coton,France,Carte bancaire,18,"12/29/2023, 3:47:13 PM"
1153,"5,00",Leeyo Jeans,W28 | FR 38,Très bon état,,"Buigny-Saint-Maclou, France",Carte bancaire,9,"12/29/2023, 12:51:07 PM"
1154,"5,00",C&A,W34 | FR 44,Très bon état,Coton,"Baume-les-Dames, France",Carte bancaire,8,"12/27/2023, 11:51:26 AM"
1155,"5,00",Celio,W30 | FR 40,Neuf sans étiquette,,France,Carte bancaire,14,"12/28/2023, 1:33:00 PM"
